,title,id,year,imdbid,rating,lgbtq_keywords_num,keywords_num
2295,Masters of the Universe,9566,1987,0093507,3,0,366
2296,Throw Momma from the Train,9609,1987,0094142,1,0,120
2297,Amazon Women on the Moon,9710,1987,0092546,2,0,68
2298,Emmanuelle 5,9755,1987,0092962,0,2,75
2299,Casanova,9822,1987,0092730,2,0,13
2300,No Way Out,9852,1987,0093640,1,0,247
2301,Who Framed Roger Rabbit,136,1988,0096438,1,0,585
2302,Coming to America,256,1988,0094898,3,0,179
2303,Tonari no Totoro,259,1988,0096283,3,0,80
2304,Twins,572,1988,0096320,3,0,215
2305,Police Academy 5: Assignment: Miami Beach,580,1988,0095882,1,0,73
2306,Die Hard,619,1988,0095016,3,0,399
2307,Beetle Juice,647,1988,0094721,3,0,186
2308,Willow,739,1988,0096446,3,0,267
2309,Maniac Cop,814,1988,0095583,3,0,65
2310,Heathers,859,1988,0097493,3,0,194
2311,Mystic Pizza,940,1988,0095690,3,0,55
2312,Working Girl,1070,1988,0096463,3,0,119
2313,They Live,1293,1988,0096256,0,2,393
2314,Oliver &amp; Company,1210,1988,0095776,2,0,187
2315,Bloodsport,1158,1988,0092675,1,0,241
2316,Dangerous Liaisons,1629,1988,0094947,3,0,113
2317,L&#39;etudiante,1647,1988,0096523,3,0,9
2318,Poltergeist III,1714,1988,0095889,3,0,123
2319,"Naked Gun: From the Files of Police Squad!, The",1824,1988,0095705,1,0,147
2320,Killer Klowns from Outer Space,1860,1988,0095444,0,0,110
2321,A Fish Called Wanda,1911,1988,0095159,3,0,302
2322,Midnight Run,2903,1988,0095631,2,0,132
2323,Akira,2244,1988,0094625,1,0,521
2324,Women on the Verge of a Nervous Breakdown,2406,1988,0095675,3,0,63
2325,Hairspray,2462,1988,0095270,3,0,94
2326,Satisfaction,2485,1988,0096037,3,0,26
2327,Beaches,2493,1988,0094715,3,0,58
2328,"Accused, The",2502,1988,0094608,3,0,203
2329,Big Business,2505,1988,0094739,3,0,100
2330,Feds,2653,1988,0095145,3,0,12
2331,Action Jackson,2663,1988,0094612,1,0,301
2332,Alien Nation,2784,1988,0094631,1,0,169
2333,"Land Before Time, The",2905,1988,0095489,3,0,93
2334,"Distant Voices, Still Lives",2960,1988,0095037,3,0,46
2335,Torch Song Trilogy,3075,1988,0096289,1,2,26
2336,Scooby-Doo and the Ghoul School,3448,1988,0189071,3,0,45
2337,Rain Man,3482,1988,0095953,1,0,139
2338,Married to the Mob,3559,1988,0095593,3,0,53
2339,Appleseed,4374,1988,0094668,3,0,54
2340,Young Guns,4578,1988,0096487,1,0,168
2341,Rock &#39;n&#39; Roll Mom,4582,1988,0096001,3,0,7
2342,Two Moon Junction,4628,1988,0096324,3,0,173
2343,Dead Ringers,4672,1988,0094964,2,1,171
2344,Child&#39;s Play,4705,1988,0094862,3,0,217
2345,My Stepmother Is an Alien,4774,1988,0095687,3,0,173
2346,World Gone Wild,4813,1988,0096465,3,0,8
2347,Hell Comes to Frogtown,4815,1988,0093171,3,0,56
2348,Scrooged,4986,1988,0096061,3,0,122
2349,Crossing Delancey,4990,1988,0094921,3,0,48
2350,Cinema Paradiso,4998,1988,0095765,1,0,183
2351,"Last Temptation of Christ, The",5128,1988,0095497,2,0,182
2352,Gakk&ocirc; no kaidan G,5179,1988,0330312,0,0,0
2353,Sticky Fingers,5258,1988,0096176,3,0,11
2354,Hellbound: Hellraiser II,5261,1988,0095294,1,0,115
2355,Big,5324,1988,0094737,1,0,128
2356,Another Woman,5383,1988,0094663,3,0,72
2357,Caddyshack II,5569,1988,0094824,3,0,66
2358,"Adventures of Baron Munchausen, The",5595,1988,0096764,1,0,269
2359,Grave of the Fireflies,5867,1988,0095327,0,0,260
2360,Spoorloos,5881,1988,0096163,1,0,76
2361,A Nightmare on Elm Street 4: The Dream Master,6020,1988,0095742,3,0,582
2362,Wong gok ka moon,6746,1988,0096461,0,0,147
2363,Pumpkinhead,7099,1988,0095925,3,0,91
2364,"Accidental Tourist, The",7161,1988,0094606,2,0,90
2365,Remando al viento [Rowing with the Wind],7423,1988,0093840,2,0,122
2366,Critters 2,8389,1988,0094919,3,0,41
2367,Earth Girls Are Easy,8406,1988,0097257,2,0,124
2368,Lady in White,8515,1988,0095484,1,0,114
2369,Gorillas in the Mist,8771,1988,0095243,3,0,45
2370,Bull Durham,9060,1988,0094812,2,0,63
2371,Igla,9206,1988,0097561,0,0,4
2372,"Bear, The",9418,1988,0095800,0,0,82
2373,Rambo III,9410,1988,0095956,0,0,240
2374,"Big Blue, The",9453,1988,0095250,2,0,140
2375,Vibes,9489,1988,0096378,1,0,32
2376,Hiroshima Maiden,9666,1988,0224412,3,0,24
2377,Elvira: Mistress of the Dark,9676,1988,0095088,3,0,61
2378,&#39;Gator Bait 2: Cajun Justice,9737,1988,0094588,0,0,55
2379,"Sisterhood, The",9751,1988,0096114,3,0,53
2380,Emmanuelle 6,9758,1988,0095094,3,0,102
2381,Red Scorpion,9769,1988,0098180,0,0,148
2382,"Bourne Identity, The",9821,1988,0094791,0,0,108
2383,Back to the Future Part II,150,1989,0096874,3,0,262
2384,Uncle Buck,159,1989,0098554,3,0,94
2385,When Harry Met Sally,181,1989,0098635,3,0,133
2386,Resan till Melonia,336,1989,0098189,1,0,15
2387,Road House,511,1989,0098206,1,0,224
2388,Police Academy 6: City Under Siege,581,1989,0098105,1,0,31
2389,Mystery Train,591,1989,0097940,3,0,137
2390,"Little Mermaid, The",666,1989,0097757,3,0,418
2391,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service),700,1989,0097814,3,0,103
2392,Fat Man and Little Boy,734,1989,0097336,1,0,53
2393,Troop Beverly Hills,849,1989,0098519,3,0,197
2394,Steel Magnolias,924,1989,0098384,3,0,107
2395,Batman,1023,1989,0096895,1,0,557
2396,Indiana Jones and the Last Crusade,1049,1989,0097576,0,0,383
2397,Star Trek V: The Final Frontier,1201,1989,0098382,1,0,156
2398,Shirley Valentine,1103,1989,0098319,3,0,80
2399,Przesluchanie,1463,1989,0084548,3,0,44
2400,Ghostbusters II,1540,1989,0097428,2,0,288
2401,"Honey, I Shrunk the Kids",1603,1989,0097523,3,0,55
2402,Wild Orchid,1499,1989,0100934,3,0,88
2403,"Abyss, The",1478,1989,0096754,3,0,124
2404,Let It Ride,1640,1989,0097731,2,0,29
2405,Fletch Lives,1833,1989,0097366,1,0,99
2406,Weekend at Bernie&#39;s,1834,1989,0098627,1,0,89
2407,"Get Smart, Again!",1847,1989,0097423,3,0,44
2408,"Sex, Lies, and Videotape",2065,1989,0098724,2,0,52
2409,"&#39;Burbs, The",2074,1989,0096734,1,0,265
2410,Henry V,2353,1989,0097499,3,0,63
2411,Dead Poets Society,2361,1989,0097165,1,0,110
2412,Bill &amp; Ted&#39;s Excellent Adventure,2463,1989,0096928,2,0,461
2413,She-Devil,2488,1989,0098309,3,0,135
2414,All Dogs Go to Heaven,2528,1989,0096787,3,0,303
2415,Crimes and Misdemeanors,2619,1989,0097123,3,0,135
2416,Major League,3808,1989,0097815,1,0,189
2417,"Seventh Continent, The",3803,1989,0098327,3,0,140
2418,Leviathan,3932,1989,0097737,3,0,185
2419,Drugstore Cowboy,3934,1989,0097240,2,0,123
2420,UHF,4036,1989,0098546,1,0,139
2421,Meet The Feebles,4175,1989,0097858,3,0,92
2422,Shag,4268,1989,0098300,3,0,42
2423,Say Anything...,4270,1989,0098258,2,0,46
2424,Licence to Kill,4364,1989,0097742,2,0,371
2425,Oranges Are Not The Only Fruit,4397,1989,0098032,3,2,80
2426,"Dream Team, The",4579,1989,0097235,0,0,129
2427,"Cook, the Thief, His Wife &amp; Her Lover, The",4597,1989,0097108,1,0,138
2428,Dead Calm,4606,1989,0097162,0,0,252
2429,Leningrad Cowboys Go America,4646,1989,0097728,0,0,30
2430,Teen Witch,4760,1989,0098453,3,0,23
2431,Turner &amp; Hooch,5277,1989,0098536,1,0,38
2432,Chopper Chicks in Zombietown,5534,1989,0103959,3,0,21
2433,Born on the Fourth of July,5574,1989,0096969,3,0,141
2434,A Nightmare on Elm Street 5: The Dream Child,6024,1989,0097981,3,1,481
2435,Do the Right Thing,6594,1989,0097216,2,0,230
2436,Friday the 13th Part VIII: Jason Takes Manhattan,6675,1989,0097388,3,0,262
2437,Glory,6975,1989,0097441,0,0,151
2438,Loverboy,7048,1989,0097790,3,0,107
2439,Godzilla vs. Biollante,7213,1989,0097444,3,0,44
2440,Lethal Weapon 2,7222,1989,0097733,3,0,430
2441,Driving Miss Daisy,7255,1989,0097239,3,0,83
2442,Field of Dreams,7268,1989,0097351,2,0,70
2443,My Left Foot,7269,1989,0097937,3,0,178
2444,Millennium,7438,1989,0097883,3,0,74
2445,"Delinquents, The",7842,1989,0097182,3,0,25
2446,National Lampoon&#39;s Christmas Vacation,8323,1989,0097958,3,0,239
2447,Celia,8470,1989,0094849,3,0,131
2448,Babar: The Movie,8507,1989,0096869,3,0,170
2449,Savage Beach,8997,1989,0098257,3,0,81
2450,Kickboxer,9485,1989,0097659,0,0,75
2451,Blind Fury,9487,1989,0096945,1,0,74
2452,"Karate Kid Part III, The",9515,1989,0097647,0,0,44
2453,"Killer, The",9528,1989,0097202,0,0,65
2454,Farewell to the King,9539,1989,0097334,0,0,52
2455,Tango &amp; Cash,9727,1989,0098439,0,0,245
2456,"Return of Swamp Thing, The",9752,1989,0098193,3,0,68
2457,"Punisher, The",9770,1989,0098141,1,0,117
2458,Total Recall,118,1990,0100802,1,0,288
2459,Back to the Future Part III,151,1990,0099088,1,0,274
2460,"Witches, The",209,1990,0100944,3,0,267
2461,Home Alone,432,1990,0099785,3,0,307
2462,Mermaids,443,1990,0100140,3,0,70
2463,It,454,1990,0099864,1,0,155
2464,Misery,459,1990,0100157,1,0,271
2465,Postcards from the Edge,533,1990,0100395,3,0,68
2466,Life Is Sweet,796,1990,0100024,3,0,33
2467,Nikita,869,1990,0100263,3,0,100
2468,"Handmaid&#39;s Tale, The",926,1990,0099731,3,1,63
2469,Mindwalk,1173,1990,0100151,3,0,134
2470,Ghost,1130,1990,0099653,3,0,124
2471,Paris is Burning,1441,1990,0100332,3,3,70
2472,Tremors,1663,1990,0100814,3,0,127
2473,"I, the Worst of All",1728,1990,0100990,3,1,188
2474,White Hunter Black Heart,1935,1990,0100928,1,0,42
2475,Pretty Woman,2156,1990,0100405,3,0,165
2476,Goodfellas,2211,1990,0099685,3,0,532
2477,Darkman,2242,1990,0099365,0,0,126
2478,Bimbos B.C.,2379,1990,0196378,3,0,1
2479,An Angel at My Table,2296,1990,0099040,3,0,82
2480,"Bonfire of the Vanities, The",2313,1990,0099165,2,0,271
2481,Edward Scissorhands,2442,1990,0099487,3,0,271
2482,Wild at Heart,2577,1990,0100935,2,0,386
2483,Joe Versus the Volcano,2820,1990,0099892,2,0,27
2484,Flatliners,2942,1990,0099582,3,0,286
2485,Die Hard 2,2963,1990,0099423,3,0,285
2486,"Hunt for Red October, The",3000,1990,0099810,1,0,209
2487,Happily Ever After,3247,1990,0099733,3,0,37
2488,"Russia House, The",3524,1990,0100530,0,0,113
2489,Close-Up,3561,1990,0100234,1,0,25
2490,Qin yong,3566,1990,0098147,3,0,21
2491,Dark Angel (I Come in Peace),3662,1990,0099817,0,0,244
2492,A Little Night Music,3721,1990,0359610,3,0,12
2493,"Long Walk Home, The",4034,1990,0100046,3,0,55
2494,I Hired a Contract Killer,4080,1990,0099818,0,0,48
2495,Strangers in Good Company,4174,1990,0102993,3,1,51
2496,I love you to death,4574,1990,0099819,3,0,103
2497,Child&#39;s Play 2,4706,1990,0099253,3,0,211
2498,Troll 2,4719,1990,0105643,3,0,207
2499,Miller&#39;s Crossing,4750,1990,0100150,0,0,119
2500,Air America,4807,1990,0099005,0,0,83
2501,Predator 2,5182,1990,0100403,2,0,367
2502,RoboCop 2,5237,1990,0100502,1,0,208
2503,Teenage Mutant Ninja Turtles,5284,1990,0100758,2,0,213
2504,A Tale of Springtime,5301,1990,0097106,3,0,39
2505,"Match Factory Girl, The",5333,1990,0098532,3,0,63
2506,Europa Europa,5347,1990,0099776,2,0,299
2507,Portrait of a Marriage,5399,1990,0098897,3,2,48
2508,Lord of the Flies,5556,1990,0100054,0,0,74
2509,Stella,5581,1990,0100691,2,0,27
2510,"Welcome Home, Roxy Carmichael",5614,1990,0100911,3,0,50
2511,Jacob&#39;s Ladder,5688,1990,0099871,1,0,338
2512,Where the Heart Is,5776,1990,0100924,3,0,15
2513,Presumed Innocent,5777,1990,0100404,1,0,119
2514,Dragon Ball Z: The Movie - The Tree of Might,5908,1990,0142233,1,0,57
2515,Alice,6081,1990,0099012,3,0,82
2516,Criminal Justice,6289,1990,0099321,3,0,14
2517,Kindergarten Cop,6542,1990,0099938,3,0,452
2518,Cry-Baby,6562,1990,0099329,3,0,93
2519,"Nasty Girl (Das schreckliche M&auml;dchen), The",6656,1990,0100557,3,0,46
2520,Dragon Ball Z: Bardock - The Father of Goku,7426,1990,0142245,0,0,31
2521,Dances with Wolves,7626,1990,0099348,1,0,236
2522,Rosencrantz &amp; Guildenstern Are Dead,7659,1990,0100519,1,0,79
2523,Hidden Agenda,8021,1990,0099768,3,0,58
2524,Class of 1999,8043,1990,0099277,2,0,59
2525,"Rescuers Down Under, The",8051,1990,0100477,1,0,158
2526,"Godfather: Part III, The",8061,1990,0099674,3,0,225
2527,Metropolitan,8097,1990,0100142,3,0,28
2528,"Reflecting Skin, The",8584,1990,0100469,1,0,78
2529,Barbarian Queen II: The Empress Strikes Back,8929,1990,0103768,3,0,36
2530,"Sheltering Sky, The",9481,1990,0100594,0,0,119
2531,Bullet in the Head,9529,1990,0099426,1,0,100
2532,Navy Seals,9530,1990,0100232,0,1,275
2533,Delta Force 2: The Colombian Connection,9532,1990,0099399,1,0,174
2534,Naked Tango,9537,1990,0100222,1,0,45
2535,"No Retreat, No Surrender 3: Blood Brothers",9546,1990,0100266,0,0,138
2536,Lionheart,9563,1990,0100029,1,0,273
2537,Rocky V,9726,1990,0100507,0,0,213
2538,Hiroshima: Out of the Ashes,9813,1990,0099772,3,0,75
2539,Gremlins 2: The New Batch,9923,1990,0099700,2,0,154
2540,Nightbreed,10013,1990,0100260,3,0,450
2541,"Silence of the Lambs, The",32,1991,0102926,3,0,316
2542,Beauty and the Beast,183,1991,0101414,3,0,262
2543,Thelma &amp; Louise,266,1991,0103074,3,0,225
2544,Omohide poro poro,308,1991,0102587,3,0,18
2545,Other People's Money,467,1991,0102609,3,0,31
2546,Point Break,512,1991,0102685,0,1,585
2547,Tacones Lejanos,710,1991,0103030,3,1,135
2548,Fried Green Tomatoes,767,1991,0101921,3,0,142
2549,Terminator 2: Judgement Day,847,1991,0103064,3,0,793
2550,Shakes the Clown,879,1991,0102898,3,0,51
2551,Impromptu,913,1991,0102103,3,0,55
2552,Hook,1033,1991,0102057,2,0,172
2553,Flirting,1346,1991,0101898,2,1,197
2554,Raise the Red Lantern,1297,1991,0101640,3,0,196
2555,White Fang,1125,1991,0103247,1,0,76
2556,Closet Land,1429,1991,0101597,0,0,40
2557,Doc Hollywood,1089,1991,0101745,1,0,98
2558,Robin Hood: Prince of Thieves,1579,1991,0102798,3,0,288
2559,"Fisher King, The",1405,1991,0101889,3,1,182
2560,Toy Soldiers,1697,1991,0103112,0,0,89
2561,"Naked Gun 2 1/2: The Smell of Fear, The",1825,1991,0102510,1,0,87
2562,Slacker,1846,1991,0102943,3,0,274
2563,"Double Life of Veronique, The",2180,1991,0101765,3,0,84
2564,Salmonberries,2216,1991,0102829,3,1,16
2565,Barton Fink,2315,1991,0101410,1,0,123
2566,Black Robe,2326,1991,0101465,1,0,245
2567,&#39;Merci la vie&#39;,2408,1991,0102436,3,0,17
2568,Daughters of the Dust,2455,1991,0104057,3,0,189
2569,An American Tail: Fievel Goes West,2491,1991,0101329,3,0,99
2570,Don&#39;t Tell Mom the Babysitter&#39;s Dead,2637,1991,0101757,3,0,36
2571,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,2740,1991,0103060,3,0,212
2572,Delirious,2785,1991,0101701,1,0,159
2573,Night on Earth,2846,1991,0102536,3,0,126
2574,Motorama,2857,1991,0104922,1,0,30
2575,Critters 3,2913,1991,0101627,3,0,43
2576,Rubin and Ed,3036,1991,0102817,0,0,27
2577,"Object of Beauty, The",3058,1991,0102573,3,0,18
2578,Bill &amp; Ted&#39;s Bogus Journey,3251,1991,0101452,1,0,418
2579,What About Bob?,3292,1991,0103241,2,0,121
2580,Hudson Hawk,3544,1991,0102070,3,0,139
2581,Hot Shots!,3563,1991,0102059,1,0,161
2582,Star Trek VI: The Undiscovered Country,3592,1991,0102975,2,0,118
2583,"Addams Family, The",3595,1991,0101272,3,0,118
2584,"Rocketeer, The",3987,1991,0102803,1,0,91
2585,Into The Woods,4241,1991,0099851,3,0,29
2586,"Last Boy Scout, The",4290,1991,0102266,3,0,397
2587,Neon City,4358,1991,0104981,3,0,133
2588,Life Stinks,4577,1991,0102303,0,0,18
2589,Defending Your Life,4631,1991,0101698,3,0,28
2590,L.A. Story,4666,1991,0102250,3,0,48
2591,Europa,4736,1991,0101829,0,0,74
2592,"Princess and the Goblin, The",4973,1991,0107875,3,0,9
2593,Lethal Games,5133,1991,0100009,3,0,7
2594,Madonna: Truth or Dare,5260,1991,0102370,3,3,106
2595,My Girl,5265,1991,0102492,3,0,245
2596,"Lovers on the Bridge, The",5332,1991,0101318,1,0,127
2597,Boyz n the Hood,5638,1991,0101507,2,0,292
2598,"Linguini Incident, The",5639,1991,0102313,3,0,8
2599,"Five Heartbeats, The",5814,1991,0101891,1,0,32
2600,Dick Tracy,5833,1991,0099422,1,0,118
2601,Freddy&#39;s Dead: The Final Nightmare,6028,1991,0101917,2,0,174
2602,Dragon Ball Z: Cooler&#39;s Revenge,6089,1991,1125254,0,0,26
2603,Nekromantik 2,6335,1991,0102522,1,0,81
2604,Soapdish,6371,1991,0102951,3,1,41
2605,Robin Hood,7146,1991,0102797,1,0,59
2606,"People Under the Stairs, The",7163,1991,0105121,3,0,196
2607,Hachi-gatsu no rapusodi,7172,1991,0101991,3,0,24
2608,Paprika,7235,1991,0098063,3,0,72
2609,JFK,7200,1991,0102138,3,0,144
2610,City Slickers,7365,1991,0101587,3,0,94
2611,Riff-Raff,7609,1991,0100491,0,0,21
2612,Frankie and Johnny,7632,1991,0101912,1,0,63
2613,My Own Private Idaho,7650,1991,0102494,1,2,290
2614,Oscar,7655,1991,0102603,2,0,72
2615,Cape Fear,7938,1991,0101540,3,0,341
2616,Mediterraneo,8062,1991,0102426,2,1,36
2617,Until the End of the World,9094,1991,0101458,3,0,127
2618,Samurai Cop,9322,1991,0130236,1,0,243
2619,Highlander II,9378,1991,0102034,1,0,279
2620,Deathstalker IV: Match of Titans,9517,1991,0099388,1,1,33
2621,Delta Force 3: The Killing Game,9533,1991,0101702,0,0,54
2622,Kickboxer 2: The Road Back,9548,1991,0102202,0,0,33
2623,Double Impact,9564,1991,0101764,1,1,221
2624,"Manta, Manta",9810,1991,0102397,3,0,37
2625,Child&#39;s Play 3,9847,1991,0103956,2,0,153
2626,Showdown in Little Tokyo,10117,1991,0102915,3,0,142
2627,Reservoir Dogs,18,1992,0105236,0,0,232
2628,Aladdin,98,1992,0103639,0,0,342
2629,Alien 3,296,1992,0103644,0,0,147
2630,Home Alone 2: Lost in New York,433,1992,0104431,3,0,226
2631,Glengarry Glen Ross,450,1992,0104348,0,0,125
2632,A Few Good Men,451,1992,0104257,1,0,132
2633,A League of Their Own,560,1992,0104694,3,0,97
2634,Buffy the Vampire Slayer,748,1992,0103893,3,0,257
2635,Bob Roberts,818,1992,0103850,1,0,98
2636,Batman Returns,1025,1992,0103776,0,0,367
2637,Gas Food Lodging,1345,1992,0104321,3,0,42
2638,Sister Act,1352,1992,0105417,3,0,206
2639,Army of Darkness,1276,1992,0106308,2,0,252
2640,"Muppet Christmas Carol, The",1101,1992,0104940,3,0,106
2641,"Mighty Ducks, The",1126,1992,0104868,1,0,47
2642,FernGully: The Last Rainforest,1157,1992,0104254,3,0,164
2643,Toys,1836,1992,0105629,3,0,77
2644,Full Contact,1867,1992,0105851,1,0,83
2645,Death Becomes Her,1869,1992,0104070,3,0,193
2646,Orlando,1877,1992,0107756,2,1,190
2647,El Mariachi,1886,1992,0104815,0,0,261
2648,My Cousin Vinny,1895,1992,0104952,1,0,119
2649,Enchanted April,2128,1992,0101811,3,0,62
2650,Passion Fish,2349,1992,0105107,3,0,32
2651,Howards End,2415,1992,0104454,3,0,111
2652,Twin Peaks: Fire Walk With Me,2432,1992,0105665,3,0,182
2653,Sarafina!,2457,1992,0105316,3,0,14
2654,Leaving Normal,2466,1992,0104697,3,0,46
2655,Single White Female,2504,1992,0105414,3,0,179
2656,This is My Life,2506,1992,0105577,3,0,18
2657,Newsies,2628,1992,0104990,1,0,61
2658,Straight Talk,2709,1992,0105481,3,0,47
2659,"Crying Game, The",3141,1992,0104036,2,1,151
2660,Porco Rosso (Kurenai no Buta),3414,1992,0104652,1,0,170
2661,King of Beggars,3556,1992,0100963,2,0,0
2662,"Player, The",3636,1992,0105151,3,0,93
2663,Scent of a Woman,3787,1992,0105323,1,0,96
2664,Baraka,3937,1992,0103767,0,0,175
2665,Dead Alive,4141,1992,0103873,3,0,119
2666,Malcolm X,4391,1992,0104797,3,0,179
2667,Wayne&#39;s World,4731,1992,0105793,1,0,150
2668,Stop! Or My Mom Will Shoot,4779,1992,0105477,2,0,121
2669,Chaplin,4782,1992,0103939,1,0,105
2670,"Cutting Edge, The",4839,1992,0104040,3,0,74
2671,Ladybugs,4837,1992,0104670,3,0,85
2672,Como agua para chocolate,4838,1992,0103994,3,0,202
2673,Husbands and Wives,4903,1992,0104466,3,0,121
2674,Basic Instinct,4940,1992,0103772,1,2,364
2675,Dracula,4947,1992,0103874,3,2,556
2676,Damage,4952,1992,0104237,3,0,127
2677,Hero,4999,1992,0104412,1,0,61
2678,Candyman,5005,1992,0103919,3,0,481
2679,"Lawnmower Man, The",5241,1992,0104692,1,0,212
2680,Boomerang,5318,1992,0103859,3,0,77
2681,Un Coeur en Hiver,5425,1992,0105682,3,0,172
2682,"Bikini Carwash Company, The",5533,1992,0103812,3,0,12
2683,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,5593,1992,1517470,0,0,0
2684,Sneakers,5654,1992,0105435,1,0,287
2685,Dragon Ball Z: The Return of Cooler,6090,1992,0142237,0,0,18
2686,A River Runs Through It,6123,1992,0105265,2,0,112
2687,Singles,6317,1992,0105415,2,0,185
2688,Hellraiser III: Hell on Earth,6397,1992,0104409,3,0,66
2689,Peter&#39;s Friends,6702,1992,0105130,3,2,193
2690,Dragon Inn,6862,1992,0105859,3,0,38
2691,Unforgiven,7006,1992,0105695,3,0,359
2692,Freddie as F.R.O.7.,7601,1992,0104298,1,0,28
2693,"Last of the Mohicans, The",7031,1992,0104691,2,0,207
2694,Split Second,7179,1992,0105459,0,0,242
2695,Tom and Jerry: The Movie,7191,1992,0105616,3,0,323
2696,Hard Boiled,7245,1992,0104684,0,0,361
2697,HouseSitter,7640,1992,0104452,1,0,56
2698,Bitter Moon,8287,1992,0104779,3,2,269
2699,Critters 4,8393,1992,0101628,1,0,38
2700,Leap of Faith,8583,1992,0104695,2,0,45
2701,Encino Man,8622,1992,0104187,1,0,75
2702,"Bodyguard, The",8991,1992,0103855,2,0,272
2703,Just another girl on the I.R.T,9000,1992,0104575,1,0,27
2704,"Hand That Rocks the Cradle, The",9922,1992,0104389,3,0,158
2705,Dien Bien Phu,9107,1992,0104105,0,0,24
2706,"Lover / L&#39;amant, The",9221,1992,0101316,1,0,86
2707,Stay Tuned,9242,1992,0105466,2,0,63
2708,Strictly Ballroom,9331,1992,0105488,1,0,109
2709,Passenger 57,9785,1992,0105104,1,0,266
2710,Schtonk,9812,1992,0105328,3,0,50
2711,Jurassic Park,109,1993,0107290,3,0,394
2712,Groundhog Day,114,1993,0107048,2,0,359
2713,Demolition Man,117,1993,0106697,0,0,339
2714,Mrs. Doubtfire,436,1993,0107614,3,0,161
2715,Point of No Return/The Assassin,543,1993,0107843,3,0,134
2716,Sleepless in Seattle,556,1993,0108160,2,0,134
2717,Umi ga kikoeru,558,1993,0108432,3,0,23
2718,Hocus Pocus,587,1993,0107120,3,0,227
2719,Swing Kids,727,1993,0108265,1,0,19
2720,Manhattan Murder Mystery,810,1993,0107507,3,0,139
2721,Ruby in Paradise,852,1993,0108000,3,0,76
2722,Dazed and Confused,861,1993,0106677,3,0,255
2723,"Sandlot, The",899,1993,0108037,0,0,137
2724,Bad Boy Bubby,950,1993,0106341,1,0,71
2725,Three Colors: Blue,984,1993,0108394,3,0,195
2726,Robin Hood: Men in Tights,1067,1993,0107977,3,0,267
2727,Cool Runnings,1602,1993,0106611,1,0,257
2728,Boxing Helena,1517,1993,0106471,1,0,113
2729,"Wedding Banquet, The",1195,1993,0107156,3,3,103
2730,Homeward Bound: The Incredible Journey,1088,1993,0107131,1,0,72
2731,Dave,1133,1993,0106673,3,0,108
2732,"Secret Garden, The",1434,1993,0108071,3,0,133
2733,Addams Family Values,1436,1993,0106220,3,0,183
2734,Sister Act 2: Back in the Habit,1353,1993,0108147,3,0,138
2735,Undercover Blues,1097,1993,0108442,1,0,16
2736,Schindler&#39;s List,1497,1993,0108052,3,0,253
2737,Fei hu wai zhuan,1637,1993,0104246,2,0,4
2738,Death Train,1666,1993,0106689,3,0,104
2739,Even Cowgirls Get The Blues,1790,1993,0106834,3,2,140
2740,Fatal Instinct,1856,1993,0106873,3,0,158
2741,"Princess and the Cobbler, The",1940,1993,0112389,0,0,253
2742,"Trial, The",2182,1993,0108388,1,0,13
2743,"Piano, The",2230,1993,0107822,3,0,82
2744,Once Upon a Forest,2492,1993,0107745,3,0,64
2745,"Nightmare Before Christmas, The",2543,1993,0107688,1,0,123
2746,Sonatine,2847,1993,0108188,0,0,86
2747,Little Buddha,2892,1993,0107426,1,0,91
2748,"Fugitive, The",2916,1993,0106977,2,0,355
2749,"Joy Luck Club, The",3088,1993,0107282,3,0,141
2750,"Age of Innocence, The",3097,1993,0106226,3,0,150
2751,Heart and Souls,3123,1993,0107091,2,0,97
2752,Pieces of April,3176,1993,0311648,3,0,194
2753,Tombstone,3180,1993,0108358,3,0,174
2754,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),3330,1993,0106417,3,0,37
2755,Searching for Bobby Fischer,3336,1993,0108065,0,0,62
2756,Cliffhanger,3369,1993,0106582,1,0,180
2757,Untamed Heart,3396,1993,0108451,3,0,42
2758,"Heroic Trio, The",3405,1993,0105619,3,0,2
2759,Naked,3550,1993,0107653,3,0,130
2760,"Evil Cult, The",3692,1993,0108624,3,0,0
2761,"Beverly Hillbillies, The",3704,1993,0106400,3,0,55
2762,Gypsy,3715,1993,0107065,3,0,56
2763,"Remains of the Day, The",3761,1993,0107943,1,0,120
2764,Cannibal! The Musical,3921,1993,0115819,0,0,89
2765,Indien,4337,1993,0107214,0,0,56
2766,Super Mario Bros.,4422,1993,0108255,3,0,194
2767,Telling Secrets,4555,1993,0108310,3,0,140
2768,Coneheads,4636,1993,0106598,3,0,46
2769,Batman: Mask of the Phantasm,4877,1993,0106364,0,0,396
2770,Gettysburg,4917,1993,0107007,0,0,129
2771,Indian Summer,5065,1993,0107212,3,0,18
2772,Dragon: The Bruce Lee Story,5083,1993,0106770,3,0,266
2773,RoboCop 3,5238,1993,0107978,3,0,158
2774,Body of Evidence,5243,1993,0106453,3,0,151
2775,Heidi,5285,1993,0107099,3,0,22
2776,Short Cuts,5316,1993,0108122,3,0,219
2777,Body Snatchers,5521,1993,0106452,3,0,224
