title,imdbid,year,id,rating
Dyke Hard,3570168,2014,6180,3
Song of the Sea,1865505,2014,6182,3
Before I Go to Sleep,1726592,2014,6185,3
"Love, Rosie",1638002,2014,6188,3
Seventh Son,1121096,2014,6191,3
Love Is Strange,2639344,2014,6195,2
Suite francaise,0900387,2014,6196,3
Someone Marry Barry,1978532,2014,6207,2
Near Death Experience,3800012,2014,6208,0
"Scribbler, The",2396721,2014,6220,3
Feher isten,2844798,2014,6219,3
Welcome to Me,2788716,2014,6225,3
Cuban Fury,2390237,2014,6230,1
Pane e burlesque,3284618,2014,6247,3
"Last Five Years, The",2474024,2014,6252,1
Relatos salvajes,3011894,2014,6256,3
Gueros,3499048,2014,6258,2
Thegidi,3565264,2014,6263,2
Boy Meets Girl,3007302,2014,6264,3
My Old Lady,2908856,2014,6266,3
Ocho apellidos vascos,2955316,2014,6268,1
Omoide no Mani (When Marnie Was There),3398268,2014,6304,3
Love & Mercy,0903657,2014,6305,2
Mike and I,3804984,2014,6307,1
Escobar: Paradise Lost,2515030,2014,6331,2
Batman: Assault on Arkham,3139086,2014,6341,3
"Houses October Built, The",1958043,2014,6344,0
"Kumiko, the Treasure Hunter",3263614,2014,6348,3
"Woman in Black 2: Angel of Death, The",2339741,2014,6368,3
La isla minima,3253930,2014,6370,2
Learning to Drive,3062976,2014,6373,3
Infinitely Polar Bear,1969062,2014,6385,3
Angry Video Game Nerd: The Movie,2123146,2014,6400,3
She's Funny That Way,1767372,2014,6413,3
Outcast,1552224,2014,6416,3
Step Up All In,2626350,2014,6421,2
Black Sea,2261331,2014,6423,0
A Brilliant Young Mind,3149038,2014,6425,1
Tinker Bell and the Legend of the NeverBeast,3120408,2014,6440,3
"Ich seh, Ich seh",3086442,2014,6459,0
Effie Gray,1605798,2014,6476,3
Cooties,2490326,2014,6488,1
Dohee-ya,3661798,2014,6490,3
East Side Sushi,2340650,2014,6491,3
"Falling, The",3294200,2014,6499,3
Paper Planes,3328716,2014,6501,1
Unfriended,3713166,2014,6504,3
Tu Dors Nicole,3483194,2014,6509,3
Big Game,2088003,2014,6513,0
It Follows,3235888,2014,6518,3
Lust for Love,2106529,2014,6524,3
"Taking of Deborah Logan, The",3387648,2014,6527,3
Wyrmwood: Road of the Dead,2535470,2014,6528,3
Let Us Prey,3148348,2014,6534,3
Rosewater,2752688,2014,6545,1
Mercenaries,3598222,2014,6551,3
Dark Was the Night,2251281,2014,6552,1
Hits,3145220,2014,6583,3
Miss Meadows,3128900,2014,6600,3
Comet,2965412,2014,6607,1
In the Courtyard,2593224,2014,6642,3
Ask Me Anything,2505294,2014,6646,3
Innocence,1724965,2014,6668,3
Hungry Hearts,3344922,2014,6672,2
While We're Young,1791682,2014,6673,3
Spring,3395184,2014,6690,0
"Like Sunday, Like Rain",3104818,2014,6724,3
Court,3717068,2014,6731,1
Life Partners,2870808,2014,6740,3
Amour fou,3003800,2014,6743,2
Not Cool,3569356,2014,6747,3
Stretch,2494280,2014,6765,1
Golden Era,3696086,2014,6773,2
Cut Bank,1661820,2014,6784,3
River of Fundament,3529612,2014,6813,3
"Quiet Hour, The",2645188,2014,6831,3
How to Steal a Dog / Gae-leul hoom-chi-neun wan-byeok-han bang-beob,3812402,2014,6845,3
Every Secret Thing,1706598,2014,6860,3
Eat with Me,2274604,2014,6864,3
Ju-on: Owari no hajimari,3572132,2014,6885,3
Still the Water,3230162,2014,6906,3
Electricity,2936470,2014,6951,3
Der kleine Drache Kokosnuss,3726220,2014,6957,0
Primero De Enero,3263732,2014,6958,3
Faults,3021360,2014,6989,3
Aloft,2494384,2014,6994,3
Before We Go,0443465,2014,6996,3
Land Ho!,3283556,2014,7007,3
5 Flights Up,2933544,2014,7036,3
"Damned Thing, The",3748076,2014,7064,1
Sadilishteto,2199436,2014,7066,1
Ardor,1384925,2014,7086,0
Jongens,3318220,2014,7133,1
Anatomy of a Love Seen,3546114,2014,7203,3
Son of Batman,3139072,2014,7208,2
Verden venter,4800178,2014,7226,3
Young Ones,2693664,2014,7254,1
Respire,3365778,2014,7275,3
Clown,1780798,2014,7280,3
"Gabby Douglas Story, The",3386954,2014,7314,1
Margarita with a Straw,2929690,2014,7537,3
Jane the Virgin,3566726,2014,7408,3
Nar dyrene drommer,2818178,2014,7431,1
Justice League: WAR,3060952,2014,7428,3
I Call It Love,4211680,2014,7429,0
Horrible Bosses 2,2170439,2014,8331,1
Fort Tilden,3457734,2014,7459,1
Gotham,3749900,2014,7499,3
"Frame, The",2567038,2014,7516,3
La belle et la bete,2316801,2014,7575,3
Ventos de Agosto,3904770,2014,7578,3
Out of the Dark,2872724,2014,7594,3
Girltrash: All Night Long,1555440,2014,7633,3
Perfect Sisters,2027231,2014,7692,3
Haider,3390572,2014,7713,2
Da Sweet Blood of Jesus,3104930,2014,7730,3
H.,3666210,2014,7764,1
Sharknado 2: The Second One,3062074,2014,7776,3
Trash,1921149,2014,7777,1
"Lookalike, The",2497980,2014,7849,3
Creep,2428170,2014,7880,0
Last Shift,2965466,2014,7885,3
Heaven Is For Real,1929263,2014,8330,2
Sora no Otoshimono Final: Eternal My Master,3438514,2014,7937,1
Search Party,2758904,2014,7898,2
Better Living Through Chemistry,1609479,2014,7974,1
Jacky in the kingdom of women,2382422,2014,8099,3
"Last: Naruto the Movie, The",3717532,2014,8119,2
Conducta,3595966,2014,8122,3
Dumb and Dumber 2,2096672,2014,8328,3
"Town That Dreaded Sundown, The",2561546,2014,8162,3
Dolphin Tale 2,2978462,2014,8327,3
Night at the Museum: Secret of the Tomb,2692250,2014,8236,1
Dracula Untold,0829150,2014,8316,0
Earth To Echo,2183034,2014,8333,1
About Last Night,1826590,2014,8340,2
What We Did on Our Holiday,2725962,2014,8361,3
Deliver Us From Evil,2377322,2014,8377,2
Viharsarok,2474310,2014,8531,1
Der Kreis,3148952,2014,8560,1
Out in the Night,3717242,2014,8561,3
Dolares de arena (Sand Dollars),3958098,2014,8605,3
Date and Switch,1878942,2014,8650,2
Extirpador de Idolatrias,3010990,2014,8689,3
Into the Woods,002180411,2014,8702,3
Highway,2980794,2014,8739,0
Happy Valley,3428912,2014,8944,1
Sex Ed,2751310,2014,8957,3
Alex of Venice,2977090,2014,9162,3
Taken 3,2446042,2014,9415,1
"Tempest, The",3840898,2014,9506,3
Gekijouban Hakuouki: Dainishou shikon soukyou,5825186,2014,9522,0
PK,2338151,2014,9659,2
Awesome Asian Bad Guys,3153524,2014,9665,1
Mass Extinction: Life at the Brink,4264406,2014,10056,0
Moomins on the Riviera,2371399,2014,10162,3
"Red Tent, The",3068894,2014,10156,3
Big Stone Gap,3254796,2014,10180,3
Home,2224026,2015,6148,3
Frau Muller muss weg,4216934,2015,6048,3
"Wedding Ringer, The",0884732,2015,6065,3
Ex Machina,0470752,2015,6084,1
Strange Magic,4191054,2015,6093,3
"Summer of Sangaile, The",2994832,2015,6094,3
Mortdecai,3045616,2015,6098,1
Jupiter Ascending,1617661,2015,6101,3
"SpongeBob Movie: Sponge Out of Water, The",2279373,2015,6105,2
"Duke of Burgundy, The",2570858,2015,6107,3
Fifty Shades of Grey,2322441,2015,6113,3
"DUFF, The",1666801,2015,6125,3
Bad Hair Day,3856042,2015,6132,3
Chappie,1823672,2015,6134,1
Cinderella,1661199,2015,6152,3
"Three Es, The",4247740,2015,6156,3
Insurgent,2908446,2015,6157,3
Tod den Hippies!! Es lebe der Punk!,3397082,2015,6163,1
"Lazarus Effect, The",2918436,2015,6166,3
Furious 7,2820852,2015,6186,3
La Passion d'Augustine,4392438,2015,6187,3
"Liza, the fox fairy",2210769,2015,6190,3
Ghosthunters,3711622,2015,6197,3
Avengers: Age of Ultron,2395427,2015,6217,3
Do You Believe?,4056738,2015,6222,3
True Story,2273657,2015,6223,1
Suffragette,3077214,2015,6226,3
Septembers of Shiraz,3661298,2015,6227,3
Bound,4145324,2015,6229,3
Pitch Perfect 2,2848292,2015,6284,3
Far From the Madding Crowd,2935476,2015,6237,3
Mad Max: Fury Road,1392190,2015,6242,3
Almost Mercy,3480446,2015,6283,2
Focus,2381941,2015,6254,1
Inside Out,2096673,2015,6255,3
L'antiquaire,4000768,2015,6259,3
Dora oder Die sexuellen Neurosen unserer Eltern,4265878,2015,6260,3
Hedi Schneider steckt fest,3707396,2015,6261,3
Spy,3079380,2015,6265,3
Tomorrowland,1964418,2015,6267,3
"Age of Adaline, The",1655441,2015,6269,3
A Little Chaos,2639254,2015,6271,3
Drunk Wedding,1950135,2015,6275,2
World of Tomorrow,4171032,2015,6277,3
Kung Fury,3472226,2015,6278,2
La loi du marché,4428814,2015,6279,1
San Andreas,2126355,2015,6281,3
Predator Dark Ages,4171544,2015,6282,0
Woman in Gold,2404425,2015,6288,3
Bessie,3704352,2015,6291,3
Insidious: Chapter 3,3195644,2015,6292,3
Battledream Chronicle,4714032,2015,6294,3
"Un peu, beaucoup, aveuglement!",4466936,2015,6296,3
Last Knights,2493486,2015,6297,1
Run All Night,2199571,2015,6299,1
VANish,3058674,2015,6300,1
Entourage,1674771,2015,6303,2
Jurassic World,0369610,2015,6306,3
Maend & hons,3877674,2015,6316,1
Shaun the Sheep Movie,2872750,2015,6329,0
"Reason I Shop Online, The",4780834,2015,6321,3
Testament of Youth,1441953,2015,6322,3
"Gunman, The",2515034,2015,6328,1
Get Hard,2561572,2015,6325,1
"Phoenix Project, The",3430042,2015,6330,0
Titli,3019620,2015,6334,0
"Four Warriors, The",4026600,2015,6336,1
Minions,2293640,2015,6338,3
Terminator Genisys,1340138,2015,6340,0
Justice League: Throne of Atlantis,3878542,2015,6342,3
Victoria,4226388,2015,6343,0
Ted 2,2637276,2015,6350,1
Child 44,1014763,2015,6354,2
Mustang,3966404,2015,6355,3
"Overnight, The",3844362,2015,6356,3
Trainwreck,3152624,2015,6357,3
Ant-Man,0478970,2015,6359,2
"Second Best Exotic Marigold Hotel, The",2555736,2015,6361,3
Slow West,3205376,2015,6364,0
Taxi,4359416,2015,6365,3
Southpaw,1798684,2015,6366,2
Pixels,2120120,2015,6367,1
Barely Lethal,1731701,2015,6369,3
Magic Mike XXL,2268016,2015,6372,3
Irrational Man,3715320,2015,6375,2
Next Stop L.A.,4895704,2015,6376,3
Grandma,4270516,2015,6383,3
Descendants,3440298,2015,6386,3
Papertowns,3622592,2015,6388,2
Mission: Impossible - Rogue Nation,2381249,2015,6389,0
Tangerine,3824458,2015,6390,3
Fantastic Four,1502712,2015,6392,0
Trust Fund,3969208,2015,6393,3
Teen Beach 2,3764966,2015,6399,3
Timelike,4897214,2015,6404,3
"Man from U.N.C.L.E., The",1638355,2015,6407,3
"End of the Tour, The",3416744,2015,6409,1
Ricki and the Flash,3623726,2015,6410,3
Que Horas Ela Volta?,3742378,2015,6412,3
Il racconto dei racconti,3278330,2015,6418,3
I'll See You in My Dreams,3236120,2015,6419,3
Madame Bovary,2334733,2015,6422,2
Self/less,2140379,2015,6424,1
Batman Unlimited: Animal Instincts,4437640,2015,6426,1
Mr. Holmes,3168230,2015,6430,1
Bloodsucking Bastards,3487994,2015,6438,2
"little prince, The",1754656,2015,6434,3
Straight Outta Compton,1398426,2015,6435,1
Me and Earl and the Dying Girl,2582496,2015,6436,3
"Perfect Guy, The",3862750,2015,6447,2
Until Dawn,2742544,2015,6449,3
Maze Runner: The Scorch Trials,4046784,2015,6457,3
Hotel Transylvania 2,2510894,2015,6487,3
American Ultra,3316948,2015,6472,1
"Martian, The",3659388,2015,6466,3
Aloha,1243974,2015,6467,3
Just Jim,3291148,2015,6469,1
Sicario,3397884,2015,6470,0
Pawn Sacrifice,1596345,2015,6475,1
"Green Inferno, The",2403021,2015,6478,3
Dope,3850214,2015,6479,1
My Little Pony: Equestria Girls - Friendship Games,4450396,2015,6482,3
Black Mass,1355683,2015,6486,1
"Final Girls, The",2118624,2015,6489,3
Crimson Peak,2554274,2015,6494,3
Vice,3480796,2015,6495,3
Bridge of Spies,3682448,2015,6502,1
Steve Jobs,2080374,2015,6506,3
Goosebumps,1051904,2015,6508,2
"Walk, The",3488710,2015,6510,1
Spectre,2379713,2015,6519,1
"Ridiculous 6, The",2479478,2015,6597,2
"Murder Pact, The",4298966,2015,6521,3
AfterDeath,2710826,2015,6530,3
Schneider vs. Bax,3430416,2015,6532,2
Wo shi zheng ren,4979652,2015,6537,0
"Peanuts Movie, The",2452042,2015,6548,3
Brooklyn,2381111,2015,6549,3
Victor Frankenstein,1976009,2015,6557,0
"Good Dinosaur, The",1979388,2015,6558,3
"Hunger Games: Mockingjay - Part 2, The",1951266,2015,6560,3
Carol,2402927,2015,6563,3
Trumbo,3203606,2015,6565,3
"Dressmaker, The",2910904,2015,6566,3
"Revenant, The",1663202,2015,6567,0
Blackhat,2717822,2015,6572,1
Angry Indian Goddesses,3368222,2015,6581,3
Room,3170832,2015,6584,3
Feeheld,1658801,2015,6622,3
Creed,3076658,2015,6588,2
In the Heart of the Sea,1390411,2015,6589,1
"Hollow, The",4472596,2015,6593,3
Love the Coopers,2279339,2015,6595,3
Vacation,1524930,2015,6596,3
Krampus,3850590,2015,6601,3
Sisters,1850457,2015,6609,3
Star Wars: The Force Awakens,2488496,2015,6610,3
Pan,3332064,2015,6611,1
By the Sea,3707106,2015,6612,3
Hidden,2131532,2015,6613,3
"Lobster, The",3464902,2015,6614,3
Mistres America,2872462,2015,6619,3
"Hateful Eight, The",3460252,2015,6628,3
Point Break,2058673,2015,6632,0
Concussion,3322364,2015,6633,1
Dolly Parton's Coat of Many Colors,4767274,2015,6634,3
Joy,2446980,2015,6635,3
Stitcher,4858280,2015,6636,0
Macbeth,2884018,2015,6637,1
"Intern, The",2361509,2015,6643,3
Captive,3268668,2015,6644,3
"Big Short, The",1596363,2015,6648,1
Man Up,3064298,2015,6649,3
Daddy's Home,1528854,2015,6651,1
"Danish Girl, The",0810819,2015,6655,3
Chi-Raq,4594834,2015,6660,3
Mythica: The Darkspore,3478232,2015,6661,3
This changes everything,1870548,2015,6665,3
After the Ball,3717016,2015,6667,3
Legend,3569230,2015,6671,3
A Sort of Homecoming,3303652,2015,6674,3
Bill,2978576,2015,6715,2
Anamolisa,2401878,2015,6677,2
"Transporter Refueled, The",2938956,2015,6678,3
Comment c'est loin,4576612,2015,6683,1
"Last Witch Hunter, The",1618442,2015,6684,3
Advantageous,3090670,2015,6685,3
Uncanny,2321502,2015,6692,0
Anna Unbound,4069042,2015,6696,3
Miss You Already,2245003,2015,6706,3
Spotlight,1895587,2015,6707,1
Youth,3312830,2015,6708,1
L'attesa,3715122,2015,6712,3
Tempête,3757648,2015,6716,1
Queen of Earth,3993894,2015,6717,3
Comoara,4515684,2015,6719,1
Slow Learners,2537390,2015,6723,3
Invisible Sister,4420110,2015,6726,3
Little Big Master,4319698,2015,6732,3
"Diary of a Teenage Girl, The",3172532,2015,6737,3
Min lilla syster,4093680,2015,6752,3
Till We Meet Again,2461340,2015,6757,3
Meadowland,3529656,2015,6767,3
"Meddler, The",4501454,2015,6769,3
Marguerite,4428788,2015,6770,3
Office,4392726,2015,6771,3
Throne,4010918,2015,6774,3
7 Letters,4691166,2015,6775,3
"VVitch: A New-England Folktale, The",4263482,2015,6777,3
Les ogres,4466872,2015,6786,3
"Longest Ride, The",2726560,2015,6787,3
Tiger House,2911674,2015,6818,3
"Case of Hana and Alice, The",4125300,2015,6823,3
Eye in the Sky,2057392,2015,6836,3
Harbinger Down,3397918,2015,6875,3
Anguish,3620762,2015,6851,3
Baahubali: The Beginning,2631186,2015,6855,1
Riaru onigokko,4439120,2015,6866,3
Je suis un soldat,4485178,2015,6868,3
Green Room,4062536,2015,6887,3
A Country Called Home,3953626,2015,6895,3
Family Fang,2097331,2015,6889,3
Everest,2719848,2015,6913,2
"Hello, My Name Is Doris",3766394,2015,6925,3
A Perfect Day,3577624,2015,6926,2
Sunset Song,2262161,2015,6928,3
"Wave (Bølgen), The",3616916,2015,6939,3
Z for Zachariah,1598642,2015,6948,0
Max,3369806,2015,6949,3
"Lady in the Van, The",3722070,2015,6950,3
Experimenter,3726704,2015,6955,2
Turbo Kid,3672742,2015,6956,1
They Call Me Jeeg Robot,3775086,2015,6959,1
Halal Love,5105218,2015,6961,3
Maggie's Plan,3471098,2015,6967,3
"Man Who Knew Infinity, The",0787524,2015,6969,0
Our Little Sister,3756788,2015,6974,3
Equals,3289728,2015,6982,3
Demolition,1172049,2015,6985,1
"Visit, The",3567288,2015,7015,3
"Bronze, The",3859304,2015,7024,3
Jem and the Holograms,3614530,2015,7029,3
Battle For Sevastopol,4084744,2015,7041,3
Louder Than Bombs,2217859,2015,7062,1
Survivor,3247714,2015,7063,3
45 Years,3544082,2015,7072,3
"Colony, The",4005402,2015,7089,3
La belle saison,4080768,2015,7091,3
Never Let Go,3833474,2015,7178,1
Into the Forest,2625810,2015,7102,3
Fourth Man Out,3978720,2015,7111,1
Hrutar,3296658,2015,7116,1
La memoria del agua,4341864,2015,7132,2
A Royal Night Out,1837562,2015,7197,3
Avril et le monde truque,3422078,2015,7219,3
Miles Ahead,0790770,2015,7232,0
brothers of the wind,3532278,2015,7253,0
"Sin Seer, The",3605262,2015,7259,3
Tjuvheder,4153324,2015,7270,3
600 millas [600 Miles],3685622,2015,7305,0
Roald Dahl's Esio Trot,3205394,2015,7327,1
Unexpected,4145304,2015,7335,3
Embers,3503460,2015,7343,1
Evolution,4291590,2015,7347,0
"Girl King, The",1254322,2015,7361,3
"33, The",2006295,2015,7378,3
Parched,3043252,2015,7538,3
Dragon Ball Z: Resurrection 'F',3819668,2015,7427,1
Nil Battey Sannata,5005684,2015,7441,3
Sweet Bean,4298958,2015,7454,3
Long Way North,2262345,2015,7458,1
Full Out,3977462,2015,7482,3
"Milyy Khans, dorogoy Pyotr",3817188,2015,7484,1
Already Tomorrow in Hong Kong,3700804,2015,7494,2
Lavalantula,4060576,2015,7502,3
Eaters,2109127,2015,7503,1
Boi Neon,4899406,2015,7511,3
Psychosis,6663788,2015,7522,3
London Spy,4108134,2015,7541,1
Ava's Possession,3727982,2015,7558,3
Birigyaru,4195368,2015,7577,3
"3Tails Movie: A Mermaid Adventure, The",3391348,2015,7672,3
Fathers & Daughters,2582502,2015,7686,3
"Steps, The",3801372,2015,7761,3
Dofus - Livre 1: Julith,4731504,2015,7862,3
Girls Lost,4425152,2015,7832,3
You're My Boss,4489160,2015,7873,0
Intruders,4009278,2015,7881,3
Synchronicity,2049543,2015,7890,2
Sleeping with Other People,3165612,2015,7902,3
Life,2948840,2015,7916,3
Beasts of No Nation,1365050,2015,7922,0
Harter Brocken,3981858,2015,7931,3
Other Halves,4308714,2015,7947,3
Emelie,4503598,2015,7993,3
Burn Burn Burn,3627488,2015,8000,3
Phoenix Incident,4341532,2015,8006,1
"Stanford Prison Experiment, The",0420293,2015,8036,1
Hot Pursuit,2967224,2015,8037,2
"Blackcoat's Daughter, The",3286052,2015,8050,3
Maryland,4085084,2015,8079,0
Love Live! The School Idol Movie,3837248,2015,8081,3
Unfinished Business,2358925,2015,8259,2
Scouts Guide to the Zombie Apocalypse,1727776,2015,8227,1
"Gift, The",4178092,2015,8233,3
Hitman: Agent 47,2679042,2015,8334,0
Sharknado 3: Oh Hell No!,3899796,2015,8352,3
Vampyres,3654680,2015,8356,3
Mojave,2322517,2015,8370,1
Alvin and the Chipmunks: The Road Chip,2974918,2015,8375,1
High Rise,0462335,2015,8509,2
Shisha no teikoku (Empire of Corpses),4235644,2015,8569,1
Portrait of a Serial Monogamist,2935662,2015,8606,3
Atrapa la bandera [Capture the Flag],3896100,2015,8614,1
Absolutely Anything,1727770,2015,8643,3
A Walk in the Woods,1178665,2015,8675,2
"Great Gilly Hopkins, The",001226766,2015,8703,3
Bajirao Mastani,3735246,2015,8738,2
Paul Blart: Mall Cop 2,3450650,2015,8770,1
Highway to Hellas,4766604,2015,8922,1
Woodlawn,4183692,2015,9029,1
"Ethicist, The",12145728,2015,9142,3
"Invitation, The",2400463,2015,9180,3
Circle,3118452,2015,9193,1
My Name Is Emily,3319018,2015,9210,3
O Desolado,4692234,2015,9248,3
A German Youth,3431798,2015,9251,0
Montanha,2662716,2015,9257,1
John From,3977428,2015,9261,3
Samurai Warrior Queens,4794188,2015,9486,3
Ip Man 3,2888046,2015,9551,1
Sword of Vengeance,3622332,2015,9611,0
"assassin, The",3508840,2015,9942,2
Aluguel: O Filme,12268798,2015,10034,0
"Wiz Live!, The",4718770,2015,10159,3
Welcome To Happiness,3564794,2015,10175,1
Jane Got a Gun,2140037,2016,6670,0
Vampires In Virginia,2938496,2016,6669,3
"5th Wave, The",2304933,2016,6680,2
"Hail, Caesar!",0475290,2016,6710,1
Pride and Prejudice and Zombies,1374989,2016,6713,3
Bang Gang,3838728,2016,6720,3
Les innocentes,4370784,2016,6721,3
Deadpool,1431045,2016,6722,1
Zootopia,2948356,2016,6741,3
"Boy, The",3882082,2016,6755,3
Whiskey Tango Foxtrot,3553442,2016,6760,3
"Crouching Tiger, Hidden Dragon: Sword of Destiny",2652118,2016,6761,3
"Divergent Series: Allegiant, The",3410834,2016,6768,3
10 Cloverfield Lane,1179933,2016,6776,3
Belgica,3544218,2016,6778,1
Triple 9,1712261,2016,6779,3
Midnight Special,2649554,2016,6783,1
Batman v Superman: Dawn of Justice,2975590,2016,6788,2
"Huntsman: Winter's War, The",2381991,2016,6790,3
Kung Fu Panda 3,2267968,2016,6808,3
Justice League vs. Teen Titans,5091548,2016,6812,3
Hardcore Henry,3072482,2016,6820,1
"Boss, The",2702724,2016,6821,3
Hush,5022702,2016,6835,3
"Jungle Book, The",3040964,2016,6837,2
"Forest, The",3387542,2016,6856,3
Captain America: Civil War,3498820,2016,6857,3
Keanu,4139124,2016,6859,3
Ratchet & Clank,2865120,2016,6876,3
Mother's Day,4824302,2016,6882,3
Extremis,5538078,2016,6884,3
Love & Friendship,3068194,2016,6891,3
X-Men: Apocalypse,3385516,2016,6894,3
10 Days In A Madhouse,3453052,2016,6896,3
"Nice Guys, The",3799694,2016,6898,3
Alice Through the Looking Glass,2567026,2016,6908,3
Neighbors 2: Sorority Rising,4438848,2016,6909,3
Warcraft,0803096,2016,6911,3
Sing Street,3544112,2016,6914,1
Teenage Mutant Ninja Turtles: Out of the Shadows,3949660,2016,6915,3
How to Be Single,1292566,2016,6916,3
Gods of Egypt,2404233,2016,6921,2
Now You See Me 2,3110958,2016,6922,1
Me Before You,2674426,2016,6927,3
Money Monster,2241351,2016,6929,3
"Conjuring 2, The",3065204,2016,6931,3
Finding Dory,2277860,2016,6932,3
Approaching the Unknown,2674430,2016,6934,0
Be Somebody,5512872,2016,6942,3
Independence Day: Resurgence,1628841,2016,6947,3
"Neon Demon, The",1974419,2016,6952,3
"Shallows, The",4052882,2016,6953,3
"Purge: Election Year, The",4094724,2016,6962,3
"Secret Life of Pets, The",2709768,2016,6963,2
"BFG, The",3691740,2016,6964,3
Popstar: Never Stop Never Stopping,3960412,2016,6965,1
Swiss Army Man,4034354,2016,6968,2
Dad's Army,4104054,2016,6970,3
"Fundamentals of Caring, The",2452386,2016,6973,3
Mike and Dave Need Wedding Dates,2823054,2016,6976,3
Ghostbusters,1289401,2016,6977,3
Absolutely Fabulous: The Movie,2112096,2016,6978,3
Cafe Society,4513674,2016,6980,1
Norm of the North,1594972,2016,6983,3
Criminal,3014866,2016,6984,3
Star Trek Beyond,2660888,2016,6991,1
13 Hours,4172430,2016,6992,2
Eddie the Eagle,1083452,2016,6998,2
Southside with You,4258698,2016,6999,2
Batman: The Killing Joke,4853102,2016,7000,1
Elvis & Nixon,2093991,2016,7005,2
Everybody Wants Some,2937696,2016,7011,0
Tallulah,1639084,2016,7013,3
Nerve,3531824,2016,7014,3
High Strung,3451230,2016,7016,2
Suicide Squad,1386697,2016,7023,3
Bad Moms,4651520,2016,7025,3
Lights Out,4786282,2016,7040,3
Sausage Party,1700841,2016,7042,3
Jason Bourne,4196776,2016,7046,1
Dear Eleanor,2927212,2016,7047,3
Sully,3263904,2016,7052,1
War Dogs,2005151,2016,7053,1
Un homme a la hauteur,4699388,2016,7058,3
Busanhaeng,5700672,2016,7061,3
Kubo and the Two Strings,4302938,2016,7065,1
Voltron: Legendary Defender,5580664,2016,7069,3
Don't Breathe,4160708,2016,7080,3
Captain Fantastic,3553976,2016,7082,3
"Light Between Oceans, The",2547584,2016,7084,3
Kill Command,2667380,2016,7087,1
Equity,3958780,2016,7095,3
Die letzte Sau,5348774,2016,7097,1
"Girl on the Train, The",3631112,2016,7177,3
Adventures in Babysitting,4456850,2016,7104,3
Raising the Bar,5274066,2016,7105,3
Grease Live!,4366830,2016,7106,3
Hell or High Water,2582782,2016,7110,1
Morgan,4520364,2016,7112,3
My Little Pony: Equestria Girls - Legend of Everfree,5474644,2016,7113,3
El Olivo,3655972,2016,7122,3
Snowden,3774114,2016,7124,1
Catfight,5294198,2016,7126,3
magnificent 7,2404435,2016,7143,0
"Infiltrator, The",1355631,2016,7147,3
Dirty 30,5521550,2016,7154,3
La pazza gioia,4621872,2016,7166,3
Julieta,4326444,2016,7167,3
Storks,4624424,2016,7180,1
American Honey,3721936,2016,7182,3
Shin Godzilla,4262980,2016,7196,1
"Accountant, The",2140479,2016,7212,2
King Dave,4551882,2016,7217,1
Ouija: Origin of Evil,4361050,2016,7218,3
"Rocky Horror Picture Show: Let's Do the Time Warp Again, The",1267299,2016,7224,3
Doctor Strange,1211837,2016,7225,1
"Handmaiden (Ah-ga-ssi) , The",4016934,2016,7228,3
Miss Peregrine's Home for Peculiar Children,1935859,2016,7229,3
"Finest Hours, The",2025690,2016,7230,3
Grüße aus Fukushima (Greetings from Fukushima),4667788,2016,7231,3
Trolls,1679335,2016,7237,3
"I, Daniel Blake",5168192,2016,7240,3
Certain Women,4468634,2016,7246,3
Arrival,2543164,2016,7257,3
Ride Along 2,2869728,2016,7261,0
Fantastic Beasts and Where to Find Them,3183660,2016,7271,3
Divines,4730986,2016,7274,3
Loving,4669986,2016,7278,3
Jack Reacher: Never Go Back,3393786,2016,7279,3
Hacksaw Ridge,2119532,2016,7281,1
Batman: Return of the Caped Crusaders,5973626,2016,7282,1
Bridget Jones's Baby,1473832,2016,7283,3
"Legend of Tarzan, The",0918940,2016,7284,0
Wiener-Dog,4144190,2016,7285,1
Central Intelligence,1489889,2016,7286,2
Moana,3521164,2016,7292,3
Elle,3716530,2016,7297,3
Nocturnal Animals,4550098,2016,7300,3
Ballerina,2261287,2016,7310,3
Birkebeinerne,4738360,2016,7313,1
"Duel, The",2436682,2016,7320,1
Let Me Go,5153952,2016,7325,3
Mr. Church,4196848,2016,7326,3
Kimi no na wa.,5311514,2016,7328,3
Free State of Jones,1124037,2016,7332,2
Rogue One,3748528,2016,7334,3
Hidden Figures,4846340,2016,7336,3
Doukyuusei,5526028,2016,7337,0
True Memoirs of an International Assassin,1542768,2016,7339,0
Neruda,4698584,2016,7350,0
Assassin's Creed,2094766,2016,7351,1
La La Land,3783958,2016,7353,3
Sing,3470600,2016,7355,3
Passengers,1355644,2016,7356,0
In a Valley of Violence,3608930,2016,7357,2
Jackie,1619029,2016,7358,3
Paterson,5247022,2016,7367,1
Dernieres nouvelles du cosmos,5786040,2016,7368,3
Hairspray Live!,5664684,2016,7369,3
Hurricane Bianca,4007248,2016,7370,3
20th Century Women,4385888,2016,7372,3
Dangal,5074352,2016,7374,3
Fences,2671706,2016,7375,3
Manchester by the Sea,4034228,2016,7376,3
Hunt for the Wilderpeople,4698684,2016,7377,3
Deepwater Horizon,1860357,2016,7379,2
Inferno,3062096,2016,7385,2
Final Fantasy XV,5595168,2016,7393,3
Demain tout commence,5078204,2016,7398,3
Contratiempo,4857264,2016,7430,1
First Girl I Loved,4262174,2016,7416,3
Pete's Dragon,2788732,2016,7417,3
Moonlight,4975722,2016,7421,1
